listing_class,cost,name,address,beds,baths,sqft,neighborhood,zipcode,property_link
3,"$3,575 ","Apartment for Rent, Chicago, IL",2541 N Campbell Ave,3 Beds,3 ba,"1,400 sq ft",Logan Square,"2541 N Campbell Ave Chicago, IL 60647",https://www.apartments.com/2541-n-campbell-ave-chicago-il-unit-1/esy63yn/
3,"$2,675 - 3,800","Apartment for Rent, Chicago, IL",2541 N Campbell Ave,2-3 Beds,1 - 3 ba,"900 - 1,500 sq ft",Logan Square,"2541 N Campbell Ave Chicago, IL 60647",https://www.apartments.com/2541-n-campbell-ave-chicago-il-unit-2/rd8qrd2/
3,"$1,895 ","Apartment for Rent, Chicago, IL",3533 W Fullerton Ave,2 Beds,1 ba,971 sq ft,Logan Square,"3533 W Fullerton Ave Chicago, IL 60647",https://www.apartments.com/3533-w-fullerton-ave-chicago-il-unit-3/7hf1vfw/
3,"$2,195 ","Apartment for Rent, Chicago, IL",2457 W Logan Blvd,2 Beds,1 ba,"1,500 sq ft",Logan Square,"2457 W Logan Blvd Chicago, IL 60647",https://www.apartments.com/2457-w-logan-blvd-chicago-il-unit-1f/xmczzfq/
3,"$2,795 ","Apartment for Rent, Chicago, IL",3237 W Armitage Ave,3 Beds,1 ba,"1,425 sq ft",Logan Square,"3237 W Armitage Ave Chicago, IL 60647",https://www.apartments.com/3237-w-armitage-ave-chicago-il-unit-two/1d8fe54/
3,"$2,250 ","Apartment for Rent, Chicago, IL",2516 W Medill Ave,2 Beds,2 ba,"1,000 sq ft",Logan Square,"2516 W Medill Ave Chicago, IL 60647",https://www.apartments.com/2516-w-medill-ave-chicago-il-unit-1/3brjf9g/
3,"$2,550 ","Apartment for Rent, Chicago, IL",2475 N Milwaukee Ave,1 Bed,1 ba,661 sq ft,Logan Square,"2475 N Milwaukee Ave Chicago, IL 60647",https://www.apartments.com/2475-n-milwaukee-ave-chicago-il-unit-1/88hvjw2/
3,"$1,900 ","Apartment for Rent, Chicago, IL",1825 N Washtenaw Ave,1 Bed,1 ba,900 sq ft,Logan Square,"1825 N Washtenaw Ave Chicago, IL 60647",https://www.apartments.com/1825-n-washtenaw-ave-chicago-il-unit-002f/kjr32mb/
3,"$3,675 ","Apartment for Rent, Chicago, IL",2535 N Campbell Ave,3 Beds,3 ba,"1,400 sq ft",Logan Square,"2535 N Campbell Ave Chicago, IL 60647",https://www.apartments.com/2535-n-campbell-ave-chicago-il-unit-1s/mpwwg4j/
3,"$2,895 ","Apartment for Rent, Chicago, IL",2238 N Sawyer Ave,2 Beds,1 ba,"1,600 sq ft",Logan Square,"2238 N Sawyer Ave Chicago, IL 60647",https://www.apartments.com/2238-n-sawyer-ave-chicago-il-unit-1/j4eljf5/
3,"$2,425 - 2,805","Apartment for Rent, Chicago, IL",2208 N Washtenaw Ave,1 Bed,1 - 2 ba,705 - 828 sq ft,Logan Square,"2208 N Washtenaw Ave Chicago, IL 60647",https://www.apartments.com/2208-n-washtenaw-ave-chicago-il-unit-403/g2gzgsw/
3,"$3,400 ","Apartment for Rent, Chicago, IL",2453 N California Ave,3 Beds,2 ba,"2,000 sq ft",Logan Square,"2453 N California Ave Chicago, IL 60647",https://www.apartments.com/2453-n-california-ave-chicago-il-unit-1/edyw41q/
3,"$2,100 ","Apartment for Rent, Chicago, IL",2923 N Avers Ave,2 Beds,1 ba,"1,200 sq ft",Logan Square,"2923 N Avers Ave Chicago, IL 60618",https://www.apartments.com/2923-n-avers-ave-chicago-il-unit-1/bgrvzdc/
3,"$1,695 ","Apartment for Rent, Chicago, IL",2523 N California Ave,1 Bed,1 ba,"1,200 sq ft",Logan Square,"2523 N California Ave Chicago, IL 60647",https://www.apartments.com/2523-n-california-ave-chicago-il-unit-bsmt/4jd2skj/
3,"$3,295 ","Apartment for Rent, Chicago, IL",2018 N Spaulding Ave,3 Beds,2 ba,"1,500 sq ft",Logan Square,"2018 N Spaulding Ave Chicago, IL 60647",https://www.apartments.com/2018-n-spaulding-ave-chicago-il-unit-2w/br6kp1c/
3,"$1,995 - 2,600","Apartment for Rent, Chicago, IL",2535 N Campbell Ave,1-2 Beds,1 - 2 ba,"800 - 1,200 sq ft",Logan Square,"2535 N Campbell Ave Chicago, IL 60647",https://www.apartments.com/2535-n-campbell-ave-chicago-il/9tjf7n5/
3,"$2,695 ","Apartment for Rent, Chicago, IL",2228 N Sawyer Ave,2 Beds,1 ba,800 sq ft,Logan Square,"2228 N Sawyer Ave Chicago, IL 60647",https://www.apartments.com/2228-n-sawyer-ave-chicago-il-unit-3w/jslhge4/
3,"$1,800 ","Apartment for Rent, Chicago, IL",3027 W Logan Blvd,1 Bed,1 ba,650 sq ft,Logan Square,"3027 W Logan Blvd Chicago, IL 60647",https://www.apartments.com/3027-w-logan-blvd-chicago-il-unit-1/3tgr67e/
3,"$2,800 ","Apartment for Rent, Chicago, IL",1935 N Fairfield Ave,2 Beds,1.5 ba,"1,200 sq ft",Logan Square,"1935 N Fairfield Ave Chicago, IL 60647",https://www.apartments.com/1935-n-fairfield-ave-chicago-il-unit-407/33h3g8g/
3,"$1,895 ","Apartment for Rent, Chicago, IL",2659 W Homer St,3 Beds,1 ba,900 sq ft,Logan Square,"2659 W Homer St Chicago, IL 60647",https://www.apartments.com/2659-w-homer-st-chicago-il-unit-2f/seyb1k6/
3,"$1,975 ","Apartment for Rent, Chicago, IL",2922 W Logan Blvd,2 Beds,1 ba,900 sq ft,Logan Square,"2922 W Logan Blvd Chicago, IL 60647",https://www.apartments.com/2922-w-logan-blvd-chicago-il-unit-1/4ntl2nh/
3,"$3,188 ","Apartment for Rent, Chicago, IL",2338 N Milwaukee Ave,4 Beds,2 ba,"2,200 sq ft",Logan Square,"2338 N Milwaukee Ave Chicago, IL 60647",https://www.apartments.com/2338-n-milwaukee-ave-chicago-il-unit-2r/e7r628m/
3,"$2,245 ","Apartment for Rent, Chicago, IL",1902 N Whipple St,3 Beds,1 ba,"1,000 sq ft",Logan Square,"1902 N Whipple St Chicago, IL 60647",https://www.apartments.com/1902-n-whipple-st-chicago-il-unit-2/fckf7xt/
3,"$1,595 ","Apartment for Rent, Chicago, IL",2319 N Kedzie Blvd,2 Beds,1 ba,"1,000 sq ft",Logan Square,"2319 N Kedzie Blvd Chicago, IL 60647",https://www.apartments.com/2319-n-kedzie-blvd-chicago-il-unit-1r/my0wnkl/
3,"$2,795 ","Apartment for Rent, Chicago, IL",3040 W Logan Blvd,3 Beds,1 ba,"1,200 sq ft",Logan Square,"3040 W Logan Blvd Chicago, IL 60647",https://www.apartments.com/3040-w-logan-blvd-chicago-il-unit-2/17mnp14/
3,"$2,150 ","Apartment for Rent, Chicago, IL",2315 N Rockwell St,2 Beds,1 ba,"1,200 sq ft",Logan Square,"2315 N Rockwell St Chicago, IL 60647",https://www.apartments.com/2315-n-rockwell-st-chicago-il-unit-2/vvs6eqd/
3,"$3,195 ","Apartment for Rent, Chicago, IL",1947 N Humboldt Blvd,3 Beds,2 ba,"1,200 sq ft",Logan Square,"1947 N Humboldt Blvd Chicago, IL 60647",https://www.apartments.com/1947-n-humboldt-blvd-chicago-il-unit-3/87e3092/
3,"$2,500 ","Apartment for Rent, Chicago, IL",1846 N Spaulding Ave,3 Beds,2 ba,"1,300 sq ft",Logan Square,"1846 N Spaulding Ave Chicago, IL 60647",https://www.apartments.com/1846-n-spaulding-ave-chicago-il-unit-2/y3p793r/
3,"$2,400 ","Apartment for Rent, Chicago, IL",3081 N Haussen Ct,4 Beds,2 ba,"2,000 sq ft",Logan Square,"3081 N Haussen Ct Chicago, IL 60618",https://www.apartments.com/3081-n-haussen-ct-chicago-il-unit-2/elvxyrp/
3,"$2,400 ","Apartment for Rent, Chicago, IL",3081 N Haussen Ct,4 Beds,2 ba,"2,000 sq ft",Logan Square,"3081 N Haussen Ct Chicago, IL 60618",https://www.apartments.com/3081-n-haussen-ct-chicago-il-unit-2/ny5z6rn/
3,"$2,000 ","Apartment for Rent, Chicago, IL",2516 N Kedzie Blvd,2 Beds,1 ba,"1,200 sq ft",Logan Square,"2516 N Kedzie Blvd Chicago, IL 60647",https://www.apartments.com/2516-n-kedzie-blvd-chicago-il-unit-2w/xwbrccm/
3,"$1,700 ","Apartment for Rent, Chicago, IL",1644 N Mozart St,3 Beds,1 ba,"1,100 sq ft",Logan Square,"1644 N Mozart St Chicago, IL 60647",https://www.apartments.com/1644-n-mozart-st-chicago-il-unit-2/xtcm19q/
3,"$3,800 ","Apartment for Rent, Chicago, IL",2541 N Campbell Ave,3 Beds,3 ba,"2,000 sq ft",Logan Square,"2541 N Campbell Ave Chicago, IL 60647",https://www.apartments.com/2541-n-campbell-ave-chicago-il-unit-1/ttrhpdb/
3,"$1,995 ","Apartment for Rent, Chicago, IL",3449 W Schubert Ave,2 Beds,1 ba,"1,000 sq ft",Logan Square,"3449 W Schubert Ave Chicago, IL 60647",https://www.apartments.com/3449-w-schubert-ave-chicago-il-unit-e1/5y7tgxn/
3,"$2,350 ","Apartment for Rent, Chicago, IL",2903 W Belden Ave,3 Beds,1 ba,"1,100 sq ft",Logan Square,"2903 W Belden Ave Chicago, IL 60647",https://www.apartments.com/2903-w-belden-ave-chicago-il-unit-2/jny9e67/
3,"$2,795 ","Apartment for Rent, Chicago, IL",2457 W Logan Blvd,2 Beds,2 ba,"1,000 sq ft",Logan Square,"2457 W Logan Blvd Chicago, IL 60647",https://www.apartments.com/2457-w-logan-blvd-chicago-il-unit-3f/11p0nv6/
3,"$1,600 - 2,650","Apartment for Rent, Chicago, IL",2523 N California Ave,1-3 Beds,1 ba,"500 - 1,300 sq ft",Logan Square,"2523 N California Ave Chicago, IL 60647",https://www.apartments.com/2523-n-california-ave-chicago-il/wgvc70h/
3,"$3,100 ","Apartment for Rent, Chicago, IL",2825 N Christiana Ave,3 Beds,2 ba,"1,400 sq ft",Logan Square,"2825 N Christiana Ave Chicago, IL 60618",https://www.apartments.com/2825-n-christiana-ave-chicago-il-unit-one/rcffe81/
3,"$2,295 ","Apartment for Rent, Chicago, IL",3287 W Wrightwood Ave,3 Beds,1 ba,"1,100 sq ft",Logan Square,"3287 W Wrightwood Ave Chicago, IL 60647",https://www.apartments.com/3287-w-wrightwood-ave-chicago-il-unit-1/qbs93yx/
3,"$2,995 ","Apartment for Rent, Chicago, IL",2912 N Avers Ave,4 Beds,3 ba,"1,900 sq ft",Logan Square,"2912 N Avers Ave Chicago, IL 60618",https://www.apartments.com/2912-n-avers-ave-chicago-il-unit-2/8kxx981/
3,"$1,350 ","Apartment for Rent, Chicago, IL",2423 N Kedzie Blvd,Studio,1 ba,350 sq ft,Logan Square,"2423 N Kedzie Blvd Chicago, IL 60647",https://www.apartments.com/2423-n-kedzie-blvd-chicago-il-unit-3/c10cwke/
3,"$2,400 ","Apartment for Rent, Chicago, IL",3081 N Haussen Ct,4 Beds,2 ba,"2,000 sq ft",Logan Square,"3081 N Haussen Ct Chicago, IL 60618",https://www.apartments.com/3081-n-haussen-ct-chicago-il-unit-2/r6nrgz2/
3,"$2,500 ","Apartment for Rent, Chicago, IL",2238 N Sawyer Ave,2 Beds,2 ba,"1,600 sq ft",Logan Square,"2238 N Sawyer Ave Chicago, IL 60647",https://www.apartments.com/2238-n-sawyer-ave-chicago-il-unit-003/s5q4ec6/
3,"$2,000 ","Condo for Rent, Chicago, IL",2656 N Hamlin Ave,2 Beds,2 ba,"1,099 sq ft",Logan Square,"2656 N Hamlin Ave Chicago, IL 60647",https://www.apartments.com/2656-n-hamlin-ave-chicago-il-unit-3s/e5bp91m/
3,"$2,500 ","Apartment for Rent, Chicago, IL",1634 N Humboldt Blvd,2 Beds,1 ba,800 sq ft,Logan Square,"1634 N Humboldt Blvd Chicago, IL 60647",https://www.apartments.com/1634-n-humboldt-blvd-chicago-il-unit-2/30ty41e/
3,"$3,345 - 3,800","Apartment for Rent, Chicago, IL",2661 W Medill Ave,3 Beds,2 - 2.5 ba,"1,500 - 1,700 sq ft",Logan Square,"2661 W Medill Ave Chicago, IL 60647",https://www.apartments.com/2661-w-medill-ave-chicago-il-unit-2/p96yx3r/
3,"$2,600 ","Apartment for Rent, Chicago, IL",2700 W North Ave,2 Beds,2 ba,"1,500 sq ft",Logan Square,"2700 W North Ave Chicago, IL 60647",https://www.apartments.com/2700-w-north-ave-chicago-il-unit-204/80pzww3/
3,"$3,000 ","Apartment for Rent, Chicago, IL",1747 N Spaulding Ave,3 Beds,2 ba,"1,300 sq ft",Logan Square,"1747 N Spaulding Ave Chicago, IL 60647",https://www.apartments.com/1747-n-spaulding-ave-chicago-il-unit-3/61vtbjs/
3,"$1,750 ","Apartment for Rent, Chicago, IL",3633 W Dickens Ave,2 Beds,1 ba,800 sq ft,Logan Square,"3633 W Dickens Ave Chicago, IL 60647",https://www.apartments.com/3633-w-dickens-ave-chicago-il-unit-3a/fk7d6js/
3,"$1,895 ","Apartment for Rent, Chicago, IL",3533 W Fullerton Ave,2 Beds,1 ba,"1,000 sq ft",Logan Square,"3533 W Fullerton Ave Chicago, IL 60647",https://www.apartments.com/3533-w-fullerton-ave-chicago-il-unit-3/vmwl20e/
3,"$2,295 ","Condo for Rent, Chicago, IL",1846 N Spaulding Ave,3 Beds,2 ba,"1,300 sq ft",Logan Square,"1846 N Spaulding Ave Chicago, IL 60647",https://www.apartments.com/1846-n-spaulding-ave-chicago-il-unit-002/3hgfexf/
3,"$2,295 ","Apartment for Rent, Chicago, IL",2418 N Sawyer Ave,1 Bed,1 ba,"1,000 sq ft",Logan Square,"2418 N Sawyer Ave Chicago, IL 60647",https://www.apartments.com/2418-n-sawyer-ave-chicago-il-unit-2w/5n2nrfm/
3,"$3,200 ","Apartment for Rent, Chicago, IL",3955 W Shakespeare Ave,2 Beds,1.5 ba,"3,000 sq ft",Logan Square,"3955 W Shakespeare Ave Chicago, IL 60647",https://www.apartments.com/3955-w-shakespeare-ave-chicago-il-unit-1/3j43bxg/
3,"$1,375 ","Apartment for Rent, Chicago, IL",3038 W Wellington Ave,1 Bed,1 ba,550 sq ft,Logan Square,"3038 W Wellington Ave Chicago, IL 60618",https://www.apartments.com/3038-w-wellington-ave-chicago-il-unit-3/88zyr31/
3,"$1,040 ","Apartment for Rent, Chicago, IL",3308 W Schubert Ave,Studio,1 ba,350 sq ft,Logan Square,"3308 W Schubert Ave Chicago, IL 60647",https://www.apartments.com/3308-w-schubert-ave-chicago-il-unit-2s/171eqc5/
3,"$2,900 ","Condo for Rent, Chicago, IL",1920 N Campbell Ave,2 Beds,2 ba,"1,000 sq ft",Logan Square,"1920 N Campbell Ave Chicago, IL 60647",https://www.apartments.com/1920-n-campbell-ave-chicago-il-unit-323s/b92w2m9/
3,"$1,525 ","Apartment for Rent, Chicago, IL",3600 W Wrightwood Ave,2 Beds,1 ba,900 sq ft,Logan Square,"3600 W Wrightwood Ave Chicago, IL 60647",https://www.apartments.com/3600-w-wrightwood-ave-chicago-il-unit-g/8ppr8f1/
3,"$1,895 ","Apartment for Rent, Chicago, IL",2524 N Kedzie Blvd,2 Beds,1 ba,933 sq ft,Logan Square,"2524 N Kedzie Blvd Chicago, IL 60647",https://www.apartments.com/2524-n-kedzie-blvd-chicago-il-unit-2w/9k0em24/
3,"$1,250 - 1,450","Apartment for Rent, Chicago, IL",1609 N Lawndale Ave,2-3 Beds,1 ba,800 - 900 sq ft,Logan Square,"1609 N Lawndale Ave Chicago, IL 60647",https://www.apartments.com/1609-n-lawndale-ave-chicago-il/8hn9mv2/
3,"$1,950 ","Apartment for Rent, Chicago, IL",2659 W Homer St,2 Beds,1 ba,"1,000 sq ft",Logan Square,"2659 W Homer St Chicago, IL 60647",https://www.apartments.com/2659-w-homer-st-chicago-il-unit-2r/m01flej/
3,"$2,195 ","Apartment for Rent, Chicago, IL",1846 N Spaulding Ave,3 Beds,2 ba,"1,300 sq ft",Logan Square,"1846 N Spaulding Ave Chicago, IL 60647",https://www.apartments.com/1846-n-spaulding-ave-chicago-il-unit-2/rqbmr13/
3,"$2,795 ","Apartment for Rent, Chicago, IL",2457 W Logan Blvd,2 Beds,2 ba,"1,000 sq ft",Logan Square,"2457 W Logan Blvd Chicago, IL 60647",https://www.apartments.com/2457-w-logan-blvd-chicago-il-unit-3f/4xxyvfh/
3,"$2,650 ","Apartment for Rent, Chicago, IL",2523 N California Ave,3 Beds,1 ba,"1,300 sq ft",Logan Square,"2523 N California Ave Chicago, IL 60647",https://www.apartments.com/2523-n-california-ave-chicago-il-unit-2/g7cs09x/
3,"$2,195 ","Apartment for Rent, Chicago, IL",2350 N Kimball Ave,3 Beds,1 ba,950 sq ft,Logan Square,"2350 N Kimball Ave Chicago, IL 60647",https://www.apartments.com/2350-n-kimball-ave-chicago-il-unit-2/n8f1mcq/
3,"$2,500 ","Apartment for Rent, Chicago, IL",3207 W George St,3 Beds,2 ba,"1,300 sq ft",Logan Square,"3207 W George St Chicago, IL 60618",https://www.apartments.com/3207-w-george-st-chicago-il-unit-one/9rczpv6/
3,"$2,795 ","Apartment for Rent, Chicago, IL",3401 W Fullerton Ave,3 Beds,2 ba,"1,200 sq ft",Logan Square,"3401 W Fullerton Ave Chicago, IL 60647",https://www.apartments.com/3401-w-fullerton-ave-chicago-il-unit-2/wk3qxmk/
3,"$1,150 ","Apartment for Rent, Chicago, IL",2770 N Milwaukee Ave,Studio,1 ba,500 sq ft,Logan Square,"2770 N Milwaukee Ave Chicago, IL 60647",https://www.apartments.com/2770-n-milwaukee-ave-chicago-il-unit-215/sstdl15/
3,"$2,395 ","Apartment for Rent, Chicago, IL",2823 W Logan Blvd,3 Beds,1 ba,"1,350 sq ft",Logan Square,"2823 W Logan Blvd Chicago, IL 60647",https://www.apartments.com/2823-w-logan-blvd-chicago-il-unit-2a/50683tm/
3,"$2,150 ","Apartment for Rent, Chicago, IL",3018 W Fullerton Ave,2 Beds,1 ba,"1,200 sq ft",Logan Square,"3018 W Fullerton Ave Chicago, IL 60647",https://www.apartments.com/3018-w-fullerton-ave-chicago-il-unit-2/f3159dv/
3,"$3,195 ","Condo for Rent, Chicago, IL",1947 N Humboldt Blvd,3 Beds,2 ba,,Logan Square,"1947 N Humboldt Blvd Chicago, IL 60647",https://www.apartments.com/1947-n-humboldt-blvd-chicago-il-unit-3/7hhhyvx/
3,"$1,695 - 1,895","Apartment for Rent, Chicago, IL",2319 N Kedzie Blvd,2 Beds,1 ba,"700 - 1,300 sq ft",Logan Square,"2319 N Kedzie Blvd Chicago, IL 60647",https://www.apartments.com/2319-n-kedzie-blvd-chicago-il/3qeb69e/
3,"$1,990 ","Apartment for Rent, Chicago, IL",1805 N Francisco Ave,3 Beds,1 ba,"1,200 sq ft",Logan Square,"1805 N Francisco Ave Chicago, IL 60647",https://www.apartments.com/1805-n-francisco-ave-chicago-il-unit-1/ygjvqzv/
3,"$1,495 ","Apartment for Rent, Chicago, IL",2520 N Kedzie Blvd,2 Beds,1 ba,"1,000 sq ft",Logan Square,"2520 N Kedzie Blvd Chicago, IL 60647",https://www.apartments.com/2520-n-kedzie-blvd-chicago-il-unit-gdn/925ckd4/
3,"$1,500 ","Condo for Rent, Chicago, IL",1939 N Sawyer Ave,2 Beds,2 ba,,Logan Square,"1939 N Sawyer Ave Chicago, IL 60647",https://www.apartments.com/1939-n-sawyer-ave-chicago-il-unit-gn/g6jcjww/
3,"$1,495 ","Apartment for Rent, Chicago, IL",2948 N Albany Ave,2 Beds,1 ba,"1,000 sq ft",Logan Square,"2948 N Albany Ave Chicago, IL 60618",https://www.apartments.com/2948-n-albany-ave-chicago-il-unit-1w/b5tke38/
3,"$2,395 - 2,495","Apartment for Rent, Chicago, IL",3047 W Logan Blvd,3 Beds,1 ba,"1,350 sq ft",Logan Square,"3047 W Logan Blvd Chicago, IL 60647",https://www.apartments.com/3047-w-logan-blvd-chicago-il/w4z59qk/
3,"$995 - 1,150","Apartment for Rent, Chicago, IL",3335 W Diversey Ave,Studio,1 ba,350 sq ft,Logan Square,"3335 W Diversey Ave Chicago, IL 60647",https://www.apartments.com/3335-w-diversey-ave-chicago-il/2178mt9/
3,"$1,395 - 1,750","Apartment for Rent, Chicago, IL",2402 N Kedzie Blvd,Studio - 1 Bed,1 ba,500 - 600 sq ft,Logan Square,"2402 N Kedzie Blvd Chicago, IL 60647",https://www.apartments.com/2402-n-kedzie-blvd-chicago-il-unit-1/fpyc57t/
3,"$2,395 ","Apartment for Rent, Chicago, IL",3653 W Fullerton Ave,5 Beds,2 ba,"2,000 sq ft",Logan Square,"3653 W Fullerton Ave Chicago, IL 60647",https://www.apartments.com/3653-w-fullerton-ave-chicago-il-unit-1/54sgblq/
3,"$1,795 ","Apartment for Rent, Chicago, IL",2814 N Troy St,1 Bed,1 ba,730 sq ft,Logan Square,"2814 N Troy St Chicago, IL 60618",https://www.apartments.com/2814-n-troy-st-chicago-il-unit-3r/p088fwv/
3,"$2,295 ","Apartment for Rent, Chicago, IL",3287 W Wrightwood Ave,3 Beds,1 ba,"1,168 sq ft",Logan Square,"3287 W Wrightwood Ave Chicago, IL 60647",https://www.apartments.com/3287-w-wrightwood-ave-chicago-il-unit-1/3yj705g/
3,"$2,395 ","Apartment for Rent, Chicago, IL",2823 W Logan Blvd,3 Beds,1 ba,"1,700 sq ft",Logan Square,"2823 W Logan Blvd Chicago, IL 60647",https://www.apartments.com/2823-w-logan-blvd-chicago-il-unit-2a/4c6txsk/
3,"$2,595 ","Apartment for Rent, Chicago, IL",3405 W Fullerton Ave,3 Beds,2 ba,"1,500 sq ft",Logan Square,"3405 W Fullerton Ave Chicago, IL 60647",https://www.apartments.com/3405-w-fullerton-ave-chicago-il-unit-2/ntfsskp/
3,"$1,750 ","Apartment for Rent, Chicago, IL",2645 N Milwaukee Ave,2 Beds,1 ba,"1,000 sq ft",Logan Square,"2645 N Milwaukee Ave Chicago, IL 60647",https://www.apartments.com/2645-n-milwaukee-ave-chicago-il-unit-2/7hzez1x/
3,"$1,595 ","Apartment for Rent, Chicago, IL",2420 N Sawyer Ave,1 Bed,1 ba,700 sq ft,Logan Square,"2420 N Sawyer Ave Chicago, IL 60647",https://www.apartments.com/2420-n-sawyer-ave-chicago-il-unit-1w/k5jsly8/
3,"$1,450 ","Apartment for Rent, Chicago, IL",3722 W McLean Ave,2 Beds,1 ba,"1,000 sq ft",Logan Square,"3722 W McLean Ave Chicago, IL 60647",https://www.apartments.com/3722-w-mclean-ave-chicago-il-unit-1/kf99dl9/
3,"$1,700 ","Apartment for Rent, Chicago, IL",1644 N Mozart St,3 Beds,1 ba,"1,100 sq ft",Logan Square,"1644 N Mozart St Chicago, IL 60647",https://www.apartments.com/1644-n-mozart-st-chicago-il-unit-2/t3nwtk9/
3,"$2,395 ","Apartment for Rent, Chicago, IL",2823 W Logan Blvd,3 Beds,1 ba,"1,800 sq ft",Logan Square,"2823 W Logan Blvd Chicago, IL 60647",https://www.apartments.com/2823-w-logan-blvd-chicago-il-unit-2a/9z448t4/
3,"$1,775 ","Apartment for Rent, Chicago, IL",2722 N Monticello Ave,2 Beds,1.5 ba,850 sq ft,Logan Square,"2722 N Monticello Ave Chicago, IL 60647",https://www.apartments.com/2722-n-monticello-ave-chicago-il-unit-1/5t18w9n/
3,"$2,595 ","Apartment for Rent, Chicago, IL",2535 N Campbell Ave,2 Beds,2 ba,"1,200 sq ft",Logan Square,"2535 N Campbell Ave Chicago, IL 60647",https://www.apartments.com/2535-n-campbell-ave-chicago-il-unit-1s/2ch47s8/
3,"$1,000 ","Apartment for Rent, Chicago, IL",3310 W Schubert Ave,Studio,1 ba,400 sq ft,Logan Square,"3310 W Schubert Ave Chicago, IL 60647",https://www.apartments.com/3310-w-schubert-ave-chicago-il-unit-1x/q8srwcy/
3,"$1,500 ","Apartment for Rent, Chicago, IL",2414 N Monticello Ave,2 Beds,1 ba,"1,100 sq ft",Logan Square,"2414 N Monticello Ave Chicago, IL 60647",https://www.apartments.com/2414-n-monticello-ave-chicago-il-unit-2/ze3ycsw/
3,"$2,595 ","Condo for Rent, Chicago, IL",3405 W Fullerton Ave,3 Beds,2 ba,"1,514 sq ft",Logan Square,"3405 W Fullerton Ave Chicago, IL 60647",https://www.apartments.com/3405-w-fullerton-ave-chicago-il-unit-2/neymg0m/
3,"$2,800 ","Apartment for Rent, Chicago, IL",2028 N Sawyer Ave,3 Beds,1 ba,"1,300 sq ft",Logan Square,"2028 N Sawyer Ave Chicago, IL 60647",https://www.apartments.com/2028-n-sawyer-ave-chicago-il-unit-one/yp6970t/
3,"$1,995 ","Condo for Rent, Chicago, IL",2524 N Kedzie Blvd,2 Beds,1 ba,"1,000 sq ft",Logan Square,"2524 N Kedzie Blvd Chicago, IL 60647",https://www.apartments.com/2524-n-kedzie-blvd-chicago-il-unit-1w/b0tbec8/
3,"$1,950 ","Apartment for Rent, Chicago, IL",1840 N Fairfield Ave,2 Beds,1 ba,"1,500 sq ft",Logan Square,"1840 N Fairfield Ave Chicago, IL 60647",https://www.apartments.com/1840-n-fairfield-ave-chicago-il-unit-1/tg4tkn9/
3,"$1,350 - 1,395","Apartment for Rent, Chicago, IL",2919 W George St,2 Beds,1 ba,700 sq ft,Logan Square,"2919 W George St Chicago, IL 60618",https://www.apartments.com/2919-w-george-st-chicago-il/svrbmf6/
3,"$1,695 ","Apartment for Rent, Chicago, IL",3149 W Medill Ave,2 Beds,1 ba,"1,050 sq ft",Logan Square,"3149 W Medill Ave Chicago, IL 60647",https://www.apartments.com/3149-w-medill-ave-chicago-il-unit-3/xzlhezn/
3,"$2,100 ","Condo for Rent, Chicago, IL",3650 W Diversey Ave,3 Beds,2 ba,900 sq ft,Logan Square,"3650 W Diversey Ave Chicago, IL 60647",https://www.apartments.com/3650-w-diversey-ave-chicago-il-unit-01r/dsmkr7k/
3,"$1,500 ","Condo for Rent, Chicago, IL",2414 N Monticello Ave,2 Beds,1 ba,"1,100 sq ft",Logan Square,"2414 N Monticello Ave Chicago, IL 60647",https://www.apartments.com/2414-n-monticello-ave-chicago-il-unit-001/dph3b7k/
3,"$2,350 ","Apartment for Rent, Chicago, IL",2894 N Milwaukee Ave,3 Beds,1 ba,"1,300 sq ft",Logan Square,"2894 N Milwaukee Ave Chicago, IL 60618",https://www.apartments.com/2894-n-milwaukee-ave-chicago-il-unit-2/vjbdwnf/
3,$995 ,"Apartment for Rent, Chicago, IL",3335 W Diversey Ave,Studio,1 ba,400 sq ft,Logan Square,"3335 W Diversey Ave Chicago, IL 60647",https://www.apartments.com/3335-w-diversey-ave-chicago-il-unit-337/1hk7r34/
3,"$1,895 ","Apartment for Rent, Chicago, IL",3533 W Fullerton Ave,2 Beds,1 ba,"1,200 sq ft",Logan Square,"3533 W Fullerton Ave Chicago, IL 60647",https://www.apartments.com/3533-w-fullerton-ave-chicago-il-unit-3/rq9j292/
3,"$1,600 ","Apartment for Rent, Chicago, IL",2523 N California Ave,1 Bed,1 ba,"1,200 sq ft",Logan Square,"2523 N California Ave Chicago, IL 60647",https://www.apartments.com/2523-n-california-ave-chicago-il-unit-1/pjjkf0t/
3,"$1,695 ","Apartment for Rent, Chicago, IL",3449 W Schubert Ave,2 Beds,1 ba,800 sq ft,Logan Square,"3449 W Schubert Ave Chicago, IL 60647",https://www.apartments.com/3449-w-schubert-ave-chicago-il-unit-2e/kh82pvb/
3,"$2,250 ","Apartment for Rent, Chicago, IL",2526 N Kedzie Blvd,2 Beds,1 ba,940 sq ft,Logan Square,"2526 N Kedzie Blvd Chicago, IL 60647",https://www.apartments.com/2526-n-kedzie-blvd-chicago-il-unit-1e/xm1e0fp/
3,"$1,995 ","Apartment for Rent, Chicago, IL",2118 N Whipple St,3 Beds,1 ba,"1,250 sq ft",Logan Square,"2118 N Whipple St Chicago, IL 60647",https://www.apartments.com/2118-n-whipple-st-chicago-il-unit-3f/vpl0pqd/
